zone,construc,manufac,TCU,wholesl,retail,FIRE,service,private,govt,emp,pop,hshld,univ,acres,otherEmp,district,PARKTOT,PARKLNG,PROPFREE,PARKRATE,areatype,county,CBDFlag,N11,N21,N22,N23,N313233,N42,N4445,N4849,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N92
   3898.00,         0,         0,      1.00,         0,    106.00,         0,     55.00,    162.00,         0,    162.00,   1634.00,    607.00,         0,    600.00,      1.00,      1.00,         0,         0,         0,         0,      5.00,      9.00,         0,         0,         0,         0,         0,         0,         0,    106.00,      1.00,         0,         0,         0,         0,         0,     16.00,      9.00,         0,         0,         0,     30.00,         0
   3899.00,         0,         0,         0,         0,     10.00,         0,         0,     10.00,         0,     10.00,   1120.00,    328.00,         0,    424.00,         0,      1.00,         0,         0,         0,         0,      5.00,      9.00,         0,         0,         0,         0,         0,         0,         0,     10.00,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
   3900.00,         0,         0,      2.00,      1.00,         0,         0,      1.00,      4.00,     29.00,     33.00,    710.00,    259.00,         0,    278.00,     32.00,      1.00,         0,         0,         0,         0,      5.00,      9.00,         0,         0,         0,         0,         0,         0,      1.00,         0,         0,      2.00,         0,         0,         0,         0,      1.00,         0,         0,         0,         0,         0,     29.00
   3901.00,     10.00,      4.00,      2.00,         0,    135.00,     59.00,    220.00,    430.00,         0,    430.00,    797.00,    275.00,         0,    389.00,     75.00,      1.00,         0,         0,         0,         0,      5.00,      9.00,         0,         0,         0,         0,     10.00,      4.00,         0,    135.00,         0,      2.00,     59.00,         0,     29.00,      3.00,     22.00,      9.00,     65.00,     89.00,         0,      3.00,         0
   3902.00,      5.00,         0,      9.00,      8.00,     84.00,      3.00,     39.00,    148.00,         0,    148.00,   3059.00,   1101.00,         0,   1105.00,     25.00,      1.00,         0,         0,         0,         0,      5.00,      9.00,         0,         0,         0,         0,      5.00,         0,      8.00,     65.00,      7.00,      2.00,      3.00,         0,     16.00,         0,     10.00,         0,      4.00,         0,     19.00,      9.00,         0
   3903.00,      6.00,      1.00,         0,         0,     12.00,         0,      6.00,     25.00,         0,     25.00,    989.00,    367.00,         0,    376.00,      7.00,      1.00,         0,         0,         0,         0,      5.00,      9.00,         0,         0,         0,         0,      6.00,      1.00,         0,     12.00,         0,         0,         0,         0,      2.00,      3.00,      1.00,         0,         0,         0,         0,         0,         0
   3904.00,     41.00,      1.00,         0,      1.00,    311.00,     45.00,    140.00,    539.00,     39.00,    578.00,   1756.00,    751.00,         0,    447.00,    127.00,      1.00,         0,         0,         0,         0,      5.00,      9.00,         0,         0,         0,         0,     41.00,      1.00,      1.00,    121.00,         0,         0,     35.00,     10.00,     40.00,      3.00,     31.00,     12.00,     31.00,         0,    190.00,     23.00,     39.00
   3905.00,         0,      1.00,      4.00,         0,    170.00,     15.00,    125.00,    315.00,         0,    315.00,   3111.00,   1276.00,         0,    642.00,     20.00,      1.00,         0,         0,         0,         0,      1.00,      9.00,         0,         0,         0,         0,         0,      1.00,         0,         0,      4.00,         0,         0,     15.00,         0,      3.00,     15.00,     84.00,     22.00,         0,    170.00,      1.00,         0
   3906.00,      4.00,      1.00,     64.00,      1.00,   5423.00,    108.00,    449.00,   6050.00,         0,   6050.00,    865.00,    324.00,         0,    513.00,    178.00,      1.00,         0,         0,         0,         0,      2.00,      9.00,         0,         0,         0,         0,      4.00,      1.00,      1.00,   3385.00,         0,     64.00,     64.00,     44.00,     68.00,      3.00,    254.00,         0,     76.00,     23.00,   2038.00,     25.00,         0
   3907.00,     53.00,     12.00,         0,     14.00,     26.00,     42.00,     88.00,    235.00,         0,    235.00,    598.00,    292.00,         0,    432.00,    121.00,      1.00,         0,         0,         0,         0,      4.00,      9.00,         0,         0,         0,         0,     53.00,     12.00,     14.00,     25.00,         0,         0,     42.00,         0,     23.00,      1.00,     15.00,      1.00,     22.00,      1.00,      1.00,     25.00,         0
   3908.00,     47.00,     21.00,     55.00,     56.00,     18.00,     31.00,    589.00,    817.00,         0,    817.00,    837.00,    397.00,         0,    486.00,    210.00,      1.00,         0,         0,         0,         0,      5.00,      9.00,         0,         0,         0,      6.00,     47.00,     21.00,     56.00,     18.00,         0,     49.00,     29.00,      2.00,     10.00,      1.00,     67.00,    424.00,      2.00,      1.00,         0,     84.00,         0
