TAZ,FIPS,Emp,N11,N21,N22,N23,N313233,N42,N4445,N4849,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N92,Cons,Manu,TCU,Whol,Retail,FIRE,Serv,Govt
5129,255,33,0,0,0,26,1,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,26,1,0,0,0,1,5,0
5130,255,49,0,0,0,6,1,8,15,3,0,1,0,10,0,4,0,0,1,0,0,0,6,1,3,8,15,1,15,0
5131,255,41,0,0,0,0,1,0,0,0,0,1,0,0,0,10,28,0,1,0,0,0,0,1,0,0,0,1,39,0
5132,255,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,33,0
5133,255,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5134,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5135,255,262,0,0,0,0,0,1,0,3,0,16,242,0,0,0,0,0,0,0,0,0,0,0,3,1,0,258,0,0
5136,255,14,0,0,0,0,0,0,1,0,0,0,5,0,7,1,0,0,0,0,0,0,0,0,0,0,1,5,8,0
5137,255,4,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0
5138,255,12,0,0,0,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,1,0,1,0
5139,255,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5140,255,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5141,255,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5142,255,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5143,255,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5144,255,75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,74,0,0,0,1,0,0,0,74,0
5145,255,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5146,255,13,0,0,0,0,0,0,0,0,0,10,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,11,2,0
5147,255,25,0,0,0,0,0,0,0,0,0,10,1,0,0,1,0,12,0,0,1,0,0,0,0,0,0,11,14,0
5148,255,326,0,0,0,5,1,8,116,0,0,6,3,1,0,18,168,0,0,0,0,0,5,1,0,8,116,9,187,0
5149,255,83,0,0,0,0,1,0,0,0,0,0,0,0,0,7,63,0,12,0,0,0,0,1,0,0,0,0,82,0
5150,255,36,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
5151,255,36,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
5152,255,153,0,0,0,0,0,0,0,0,0,36,0,0,0,31,83,0,0,0,3,0,0,0,0,0,0,36,117,0
5153,255,125,0,0,0,0,0,0,41,0,55,0,0,0,0,11,0,0,18,0,0,0,0,0,55,0,41,0,29,0
5154,255,233,0,0,0,39,0,0,22,0,0,5,9,0,0,11,0,135,0,0,0,12,39,0,0,0,22,14,146,12
5155,255,1771,0,0,0,0,0,0,25,0,0,5,0,21,0,80,0,1597,0,43,0,0,0,0,0,0,68,5,1698,0
5156,255,67,0,0,0,8,5,0,6,6,0,0,0,0,0,4,0,36,0,0,2,0,8,5,6,0,6,0,42,0
5157,255,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,18,0
5158,255,239,0,0,0,0,0,13,12,0,0,0,0,0,0,22,0,23,18,134,17,0,0,0,0,13,146,0,80,0
5159,255,166,0,0,0,0,107,0,13,0,0,0,2,0,0,11,0,0,15,16,2,0,0,107,0,0,29,2,28,0
5160,255,117,0,0,0,0,107,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,107,0,0,0,0,10,0
5161,255,190,0,0,0,0,107,0,0,0,0,0,12,19,0,11,0,0,0,41,0,0,0,107,0,0,41,12,30,0
5162,255,1624,0,0,0,5,4,5,998,0,0,4,6,3,0,70,0,30,0,456,28,15,5,4,0,5,1454,10,131,15
5163,255,117,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,4,0,104,0,0,0,0,8,0,1,108,0
5164,255,123,0,0,0,6,0,8,52,0,0,5,1,0,0,10,0,0,4,37,0,0,6,0,0,8,89,6,14,0
5165,255,160,0,0,0,0,0,8,117,0,6,4,1,0,0,10,0,0,4,0,5,5,0,0,6,8,117,5,19,5
5166,255,181,0,0,0,0,4,0,0,0,0,0,0,0,0,11,166,0,0,0,0,0,0,4,0,0,0,0,177,0
5167,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5168,255,545,0,0,0,0,0,29,71,0,23,29,0,0,0,35,0,6,24,300,9,19,0,0,23,29,371,29,74,19
5169,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5170,255,403,0,0,0,2,0,0,0,0,0,0,2,1,0,26,0,290,38,0,44,0,2,0,0,0,0,2,399,0
5171,255,81,0,0,0,0,0,0,0,0,0,0,0,0,38,4,0,0,0,0,39,0,0,0,0,0,0,0,81,0
5172,255,18,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,12,0,0,0,0,0,4,0,0,0,14,0
5173,255,2376,0,0,0,36,125,3,262,0,132,5,53,3,0,121,1156,89,6,276,13,96,36,125,132,3,538,58,1388,96
5174,255,975,0,0,0,0,19,0,280,0,0,30,12,118,0,47,15,102,14,267,71,0,0,19,0,0,547,42,367,0
5175,255,361,0,0,0,0,0,0,70,3,99,23,3,0,0,12,0,28,0,106,17,0,0,0,102,0,176,26,57,0
5176,255,406,0,0,0,25,2,17,41,96,0,21,12,38,0,22,0,6,0,41,35,50,25,2,96,17,82,33,101,50
5177,255,27,0,0,0,0,9,0,0,0,0,0,0,2,0,1,0,5,0,0,10,0,0,9,0,0,0,0,18,0
5178,255,530,0,0,0,0,9,0,37,0,0,75,0,6,0,34,361,2,0,0,6,0,0,9,0,0,37,75,409,0
5179,255,12,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,1,0,2,0
5180,255,274,0,0,0,0,0,0,0,0,0,0,0,0,0,121,152,0,1,0,0,0,0,0,0,0,0,0,274,0
5181,255,134,0,0,0,0,0,8,24,86,8,0,0,0,0,8,0,0,0,0,0,0,0,0,94,8,24,0,8,0
5182,255,1503,0,0,0,0,8,0,143,0,20,0,1,12,0,84,245,356,0,12,4,618,0,8,20,0,155,1,701,618
5183,255,876,0,0,0,0,9,33,16,0,3,1,5,99,0,28,0,0,143,13,62,464,0,9,3,33,29,6,332,464
5184,255,981,0,0,0,10,480,121,25,7,0,0,0,0,0,58,0,225,0,0,0,55,10,480,7,121,25,0,283,55
5185,255,334,0,0,0,0,157,24,0,0,0,9,0,24,0,21,0,43,0,0,54,2,0,157,0,24,0,9,142,2
5186,255,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
5187,255,261,0,0,0,32,4,0,209,0,0,0,0,0,0,11,0,0,0,0,5,0,32,4,0,0,209,0,16,0
5188,255,16,0,0,0,13,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,13,0,1,0,1,0,1,0
5189,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5190,255,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
5191,255,28,0,0,0,1,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,1,0,0,0,0,0,27,0
5192,255,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5193,255,4,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0
5194,255,135,0,0,0,0,132,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,132,0,0,2,0,1,0
5195,255,59,0,0,0,17,1,0,0,0,0,1,0,40,0,0,0,0,0,0,0,0,17,1,0,0,0,1,40,0
5196,255,4,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0
5197,255,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5198,255,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5199,255,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
5200,255,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
5201,255,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
5202,255,1231,0,0,0,13,996,0,0,0,0,8,0,6,0,155,0,36,0,17,0,0,13,996,0,0,17,8,197,0
5203,255,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
5204,255,48,0,0,0,0,1,0,0,0,0,1,0,0,0,14,32,0,0,0,0,0,0,1,0,0,0,1,46,0
5205,255,78,0,0,0,0,1,0,43,33,0,1,0,0,0,0,0,0,0,0,0,0,0,1,33,0,43,1,0,0
5206,255,7,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,0,0,0
5207,255,118,0,0,0,5,49,27,18,0,0,8,0,0,0,11,0,0,0,0,0,0,5,49,0,27,18,8,11,0
5208,255,10,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0
5209,255,44,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,40,0,0,0,0,2,0,0,0,0,0,42,0
5210,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5211,255,139,0,0,0,0,0,0,0,0,0,0,0,0,0,10,129,0,0,0,0,0,0,0,0,0,0,0,139,0
5212,255,396,0,0,0,0,68,147,0,0,0,0,0,0,0,24,157,0,0,0,0,0,0,68,0,147,0,0,181,0
5213,255,258,0,0,0,0,164,8,33,0,0,1,0,0,0,15,0,0,0,0,37,0,0,164,0,8,33,1,52,0
5214,255,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,11,0,2,0
5215,255,8,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,4,0,0,0,0,0,4,0
5216,255,74,0,0,0,0,0,0,0,0,0,8,0,4,0,4,0,0,0,0,1,57,0,0,0,0,0,8,9,57
5217,255,224,0,0,0,6,0,0,9,0,27,0,2,26,0,12,86,24,0,32,0,0,6,0,27,0,41,2,148,0
5218,255,165,0,0,0,0,0,1,58,0,0,17,0,18,0,17,0,2,0,46,6,0,0,0,0,1,104,17,43,0
5219,255,187,0,0,0,0,0,1,0,0,0,111,0,4,1,11,57,2,0,0,0,0,0,0,0,1,0,111,75,0
5220,255,29,0,0,0,8,0,1,6,0,0,0,0,3,0,8,0,2,0,0,1,0,8,0,0,1,6,0,14,0
5221,255,139,0,0,0,10,60,1,0,36,0,0,0,24,0,5,0,2,0,0,1,0,10,60,36,1,0,0,32,0
5222,255,12,0,0,0,8,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,8,0,0,1,0,0,3,0
5223,255,36,0,0,0,12,0,1,0,0,0,0,10,0,0,2,0,2,0,9,0,0,12,0,0,1,9,10,4,0
5224,255,181,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,53,1,115,0,0,0,0,0,0,118,0,63,0
5225,255,147,0,0,0,21,0,0,3,0,0,0,0,0,0,22,100,0,1,0,0,0,21,0,0,0,3,0,123,0
5226,255,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0
5227,255,7,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,1,0
5228,255,103,0,0,0,2,18,31,0,0,0,0,5,0,0,14,26,0,1,0,6,0,2,18,0,31,0,5,47,0
5229,255,2574,0,0,0,35,568,122,24,16,0,18,3,22,0,946,0,777,1,13,29,0,35,568,16,122,37,21,1775,0
5230,255,551,0,0,0,12,238,0,37,65,0,9,0,10,0,33,0,43,0,37,67,0,12,238,65,0,74,9,153,0
5231,255,2394,0,0,0,2,392,178,101,45,17,44,6,19,0,132,66,1125,0,164,19,84,2,392,62,178,265,50,1361,84
5232,255,257,0,0,0,1,0,0,0,0,0,9,0,7,0,11,0,224,0,0,5,0,1,0,0,0,0,9,247,0
5233,255,56,0,0,0,0,0,0,19,0,0,0,0,0,0,3,0,0,8,4,22,0,0,0,0,0,23,0,33,0
5234,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5235,255,209,14,0,0,0,7,7,27,0,0,4,12,0,0,18,0,19,0,101,0,0,0,7,0,7,128,16,51,0
5236,255,61,0,0,0,0,0,7,0,0,0,1,2,15,0,3,0,17,0,16,0,0,0,0,0,7,16,3,35,0
5237,255,776,0,0,0,0,0,7,237,0,0,9,0,0,0,25,186,2,0,218,0,92,0,0,0,7,455,9,213,92
5238,255,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,2,0
5239,255,629,0,0,0,0,220,7,0,0,0,0,5,0,0,25,0,82,0,3,8,279,0,220,0,7,3,5,115,279
5240,255,15,0,0,0,0,0,7,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,7,1,0
5241,255,117,0,0,0,22,28,31,16,7,1,4,0,0,0,8,0,0,0,0,0,0,22,28,8,31,16,4,8,0
5242,255,69,0,0,0,22,0,0,0,7,1,4,0,0,0,0,0,0,0,0,35,0,22,0,8,0,0,4,35,0
5243,255,578,0,0,0,22,0,123,16,7,1,4,81,104,0,160,5,47,8,0,0,0,22,0,8,123,16,85,324,0
5244,255,163,0,0,0,22,1,0,68,7,1,4,0,0,0,8,0,0,0,52,0,0,22,1,8,0,120,4,8,0
5245,255,62,0,25,0,22,0,0,0,7,1,4,0,0,0,3,0,0,0,0,0,0,22,0,8,0,0,4,28,0
5246,255,34,0,0,0,22,0,0,0,7,1,4,0,0,0,0,0,0,0,0,0,0,22,0,8,0,0,4,0,0
5247,255,21,0,0,0,0,0,0,0,0,0,4,1,4,1,11,0,0,0,0,0,0,0,0,0,0,0,5,16,0
5248,255,21,0,0,0,0,0,0,0,0,0,4,1,4,1,11,0,0,0,0,0,0,0,0,0,0,0,5,16,0
5249,255,21,0,0,0,0,0,0,0,0,0,4,1,4,1,11,0,0,0,0,0,0,0,0,0,0,0,5,16,0
5250,255,176,0,0,0,87,0,0,68,0,0,4,1,4,1,11,0,0,0,0,0,0,87,0,0,0,68,5,16,0
5251,255,21,0,0,0,0,0,0,0,0,0,4,1,4,1,11,0,0,0,0,0,0,0,0,0,0,0,5,16,0
5252,255,66,0,0,0,0,0,0,0,0,0,1,62,1,0,1,0,0,0,1,0,0,0,0,0,0,1,63,2,0
5253,255,31,0,0,0,12,0,0,0,3,0,1,12,1,0,1,0,0,0,1,0,0,12,0,3,0,1,13,2,0
5254,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5256,255,11,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0
5257,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5258,255,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
5259,255,35,0,0,0,6,0,0,1,1,0,0,0,0,0,4,0,17,0,0,6,0,6,0,1,0,1,0,27,0
5260,255,21,4,0,0,6,0,0,1,0,0,1,0,1,0,1,0,0,0,1,6,0,6,0,0,0,2,1,12,0
5261,255,4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2,0
5262,255,355,0,0,0,21,0,0,9,281,0,0,0,0,0,44,0,0,0,0,0,0,21,0,281,0,9,0,44,0
5263,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5264,217,116,0,0,0,5,0,0,24,0,0,1,0,0,0,55,0,29,0,0,2,0,5,0,0,0,24,1,86,0
5265,217,42,0,0,0,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,39,0,0,0,0,1,2,0
5266,217,43,0,0,0,8,0,0,0,0,0,0,0,0,0,0,30,0,0,0,5,0,8,0,0,0,0,0,35,0
5267,217,44,0,0,0,14,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,14,0,0,0,0,0,30,0
5268,217,35,0,0,0,0,0,0,0,0,0,0,0,4,0,0,30,1,0,0,0,0,0,0,0,0,0,0,35,0
5269,217,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,0,0,0,0,0,0,0,1,0,0,0,30,0
5270,217,43,0,0,0,4,0,0,0,0,0,0,3,6,0,0,30,0,0,0,0,0,4,0,0,0,0,3,36,0
5271,217,32,0,0,0,2,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,2,0,0,0,0,0,30,0
5272,217,89,0,0,0,0,52,0,0,0,0,0,0,0,0,7,30,0,0,0,0,0,0,52,0,0,0,0,37,0
5273,217,103,0,0,0,65,0,0,1,0,0,0,0,0,0,7,30,0,0,0,0,0,65,0,0,0,1,0,37,0
5274,217,55,0,25,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,55,0
5275,217,18,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0,2,0,0,0,0,0,0,1,17,0
5276,217,16,0,0,1,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,12,0,1,0,0,1,2,0
5277,217,68,0,0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,40,2,0,24,0,0,0,41,1,2,0
5278,217,30,0,0,0,12,0,0,0,0,0,1,0,15,0,0,0,0,0,0,2,0,12,0,0,0,0,1,17,0
5279,217,11,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,1,2,0
5280,217,18,0,0,0,8,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,1,0,0,0,0
5281,217,55,0,0,0,2,0,2,1,0,0,0,0,2,0,2,0,46,0,0,0,0,2,0,0,2,1,0,50,0
5282,217,127,0,0,0,103,0,0,0,0,0,9,3,6,0,1,0,1,0,1,3,0,103,0,0,0,1,12,11,0
5283,217,598,0,0,0,0,377,0,0,0,0,9,3,6,0,5,180,0,0,1,17,0,0,377,0,0,1,12,208,0
5284,217,47,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,0,30,0,0,0,0,0,0,17,30
5285,217,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5286,217,12,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0
5287,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5288,217,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
5289,217,30,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,12,0,0,0,0,0,18,0
5290,217,315,0,0,0,0,281,26,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,281,0,26,0,0,8,0
5291,217,828,0,0,0,41,667,0,89,0,0,0,0,0,0,22,0,0,9,0,0,0,41,667,0,0,89,0,31,0
5292,217,912,0,0,0,0,417,176,249,0,0,0,9,0,0,11,0,0,9,41,0,0,0,417,0,176,290,9,20,0
5293,217,404,0,0,0,0,380,0,0,6,0,0,0,0,0,9,0,0,9,0,0,0,0,380,6,0,0,0,18,0
5294,217,995,0,0,0,196,166,46,351,38,0,10,0,7,8,20,0,5,9,127,12,0,196,166,38,46,478,10,61,0
5295,217,3604,0,0,0,67,1194,54,1078,7,66,118,26,77,4,75,0,397,9,339,51,42,67,1194,73,54,1417,144,613,42
5296,217,1334,0,0,0,0,1273,8,0,0,0,0,0,0,0,32,0,0,9,0,0,12,0,1273,0,8,0,0,41,12
5297,217,3819,0,0,0,4,28,8,678,0,2,42,15,34,3,89,568,1845,114,233,139,17,4,28,2,8,911,57,2792,17
5298,217,494,0,0,22,0,0,58,74,0,37,34,10,7,3,11,1,6,0,218,3,10,0,0,59,58,292,44,31,10
5299,217,128,0,0,0,0,0,0,0,0,0,1,7,50,0,3,1,0,0,29,37,0,0,0,0,0,29,8,91,0
5300,217,164,0,0,0,27,0,1,22,0,67,0,4,12,0,3,0,1,0,26,1,0,27,0,67,1,48,4,17,0
5301,217,202,0,0,0,4,0,0,3,0,51,8,1,7,21,5,0,41,1,52,3,5,4,0,51,0,55,9,78,5
5302,217,360,0,0,0,1,0,0,9,0,0,8,0,12,0,11,257,0,30,29,3,0,1,0,0,0,38,8,313,0
5303,217,255,0,0,0,21,55,15,0,3,3,8,1,12,0,18,0,13,0,0,106,0,21,55,6,15,0,9,149,0
5304,217,83,0,0,0,6,0,0,0,0,3,8,1,12,0,7,0,0,0,46,0,0,6,0,3,0,46,9,19,0
5305,217,276,0,0,0,0,0,0,0,7,0,0,0,0,0,27,215,0,0,0,27,0,0,0,7,0,0,0,269,0
5306,217,254,0,0,0,0,2,2,10,0,0,28,0,0,1,11,2,4,2,20,14,158,0,2,0,2,30,28,34,158
5307,217,336,0,0,0,0,2,2,80,0,0,28,85,13,1,10,2,2,4,1,12,94,0,2,0,2,81,113,44,94
5308,217,45,0,0,0,30,2,2,5,0,0,0,0,0,1,2,2,1,0,0,0,0,30,2,0,2,5,0,6,0
5309,217,29,0,0,0,0,2,2,0,0,0,0,22,0,1,0,2,0,0,0,0,0,0,2,0,2,0,22,3,0
5310,217,113,0,0,0,24,0,32,1,3,0,0,1,0,0,3,0,0,0,19,6,24,24,0,3,32,20,1,9,24
5311,217,167,0,0,0,0,0,0,0,0,0,1,0,1,0,26,132,0,0,0,7,0,0,0,0,0,0,1,166,0
5312,217,21,0,0,0,8,0,0,0,3,0,1,0,1,0,0,0,1,0,0,7,0,8,0,3,0,0,1,9,0
5313,217,46,0,0,0,0,0,0,37,0,0,1,0,1,0,0,0,0,0,0,7,0,0,0,0,0,37,1,8,0
5314,217,824,0,0,0,0,134,0,0,0,0,1,0,0,0,12,650,2,9,11,5,0,0,134,0,0,11,1,678,0
5315,217,96,0,0,0,0,0,29,15,6,0,1,0,0,0,11,0,10,0,21,3,0,0,0,6,29,36,1,24,0
5316,217,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
5317,217,10,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0
5318,217,121,0,0,0,4,0,0,3,0,0,9,0,1,0,3,0,93,0,0,8,0,4,0,0,0,3,9,105,0
5319,217,13,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,3,0
5320,217,1057,0,0,0,0,1,1,53,12,55,53,0,26,99,34,0,10,0,0,14,699,0,1,67,1,53,53,183,699
5321,217,10,0,0,0,0,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0
5322,217,75,0,0,0,0,0,41,6,0,0,0,0,0,0,2,25,0,0,0,1,0,0,0,0,41,6,0,28,0
5323,217,148,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,146,0,0,0,0,0,0,146,0,2,0
5324,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5325,217,255,0,0,0,0,0,0,0,0,37,0,0,0,41,4,0,173,0,0,0,0,0,0,37,0,0,0,218,0
5326,217,497,0,0,0,0,0,4,307,0,0,80,0,0,0,11,0,0,0,94,1,0,0,0,0,4,401,80,12,0
5327,217,28,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,24,0,0,1,0,0,0,27,0,0,0
5328,217,451,0,0,0,0,440,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,440,0,0,0,0,11,0
5329,217,1038,15,0,0,87,556,14,0,0,17,6,0,50,0,30,254,0,0,9,0,0,87,556,17,14,9,6,349,0
5330,217,435,0,0,0,102,40,37,3,29,0,6,0,3,0,14,158,0,0,21,0,22,102,40,29,37,24,6,175,22
5331,217,422,0,0,0,78,50,54,0,52,0,6,0,0,0,25,97,30,0,0,23,7,78,50,52,54,0,6,175,7
5332,217,753,0,0,0,40,0,1,348,17,0,21,11,24,4,37,0,23,0,169,58,0,40,0,17,1,517,32,146,0
5333,217,418,0,0,0,0,0,0,0,0,16,0,0,0,4,17,0,0,81,300,0,0,0,0,16,0,300,0,102,0
5334,217,9,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0
5335,217,217,0,0,0,22,19,1,6,0,0,0,0,0,4,25,1,133,0,0,6,0,22,19,0,1,6,0,169,0
5336,217,188,0,0,0,8,25,0,22,0,0,0,0,15,0,5,0,22,0,0,25,66,8,25,0,0,22,0,67,66
5337,217,109,0,0,0,0,0,0,27,0,0,0,0,0,0,1,0,0,0,81,0,0,0,0,0,0,108,0,1,0
5338,217,528,0,0,0,0,21,59,19,1,61,0,0,52,1,16,282,0,0,16,0,0,0,21,62,59,35,0,351,0
5339,217,509,0,0,0,8,1,0,123,0,0,47,19,2,1,17,199,0,0,24,17,51,8,1,0,0,147,66,236,51
5340,217,75,0,0,0,35,0,0,38,0,0,0,0,0,0,2,0,0,0,0,0,0,35,0,0,0,38,0,2,0
5341,217,401,0,0,0,0,0,1,209,7,0,17,5,2,1,11,0,2,0,146,0,0,0,0,7,1,355,22,16,0
5342,217,338,0,0,0,1,0,0,0,0,0,0,0,5,1,39,270,22,0,0,0,0,1,0,0,0,0,0,337,0
5343,217,518,0,0,0,35,83,14,1,122,0,0,0,215,1,14,0,28,0,0,3,2,35,83,122,14,1,0,261,2
5344,217,83,0,0,0,5,0,8,0,0,0,0,32,5,1,1,0,1,14,16,0,0,5,0,0,8,16,32,22,0
5345,217,80,0,0,0,6,0,0,6,0,1,29,0,7,0,3,0,22,0,4,2,0,6,0,1,0,10,29,34,0
5346,217,94,0,0,0,0,0,0,37,0,0,0,0,0,0,2,0,34,0,4,17,0,0,0,0,0,41,0,53,0
5347,217,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,4,0,1,0
5348,217,63,3,0,0,40,0,0,0,6,0,0,0,2,1,1,0,10,0,0,0,0,40,0,6,0,0,0,17,0
