TAZ,FIPS,Emp,N11,N21,N22,N23,N313233,N42,N4445,N4849,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N92,Cons,Manu,TCU,Whol,Retail,FIRE,Serv,Govt
3252,151,41,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,37,0,0,0,0,0,0,37,0,4,0
3253,151,73,0,0,0,8,9,0,0,0,0,0,17,0,13,5,0,1,0,0,1,19,8,9,0,0,0,17,20,19
3254,151,28,0,0,0,18,0,0,0,1,0,1,4,1,0,3,0,0,0,0,0,0,18,0,1,0,0,5,4,0
3255,151,91,0,0,0,0,0,0,0,1,0,1,0,1,0,11,77,0,0,0,0,0,0,0,1,0,0,1,89,0
3256,151,5,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0
3257,151,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3258,151,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
3259,151,14,0,0,0,8,0,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,8,0,1,2,0,1,2,0
3260,151,29,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19,8,0,0,0,0,0,19,0,10,0
3261,151,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,1,10
3262,151,97,0,0,0,0,0,0,0,0,0,0,0,1,0,5,91,0,0,0,0,0,0,0,0,0,0,0,97,0
3263,151,17,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,2,0,0,0,0,0,15,0
3264,151,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
3265,151,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3266,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3267,151,9,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,1,0,0,0,0,0,0,5,4,0
3268,151,72,0,0,0,0,0,11,0,0,0,0,0,19,0,17,2,23,0,0,0,0,0,0,0,11,0,0,61,0
3269,151,117,0,0,0,8,0,0,0,0,0,0,0,0,0,25,84,0,0,0,0,0,8,0,0,0,0,0,109,0
3270,151,105,0,0,0,0,0,56,0,0,0,0,0,0,0,28,0,1,0,0,20,0,0,0,0,56,0,0,49,0
3271,151,715,0,0,0,79,238,53,53,33,0,0,10,138,0,111,0,0,0,0,0,0,79,238,33,53,53,10,249,0
3272,151,277,0,0,0,53,0,2,0,19,0,39,10,0,0,42,112,0,0,0,0,0,53,0,19,2,0,49,154,0
3273,151,22,0,0,0,14,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,14,0,0,0,0,0,8,0
3274,151,329,0,0,0,24,0,0,1,0,0,0,0,0,0,14,287,1,0,0,2,0,24,0,0,0,1,0,304,0
3275,151,8,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,0,0,0,2,0
3276,151,85,0,0,0,8,1,0,10,1,0,0,0,36,0,3,0,1,0,20,3,2,8,1,1,0,30,0,43,2
3277,151,7,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,1,0
3278,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3279,151,55,0,0,0,5,0,0,3,33,0,8,0,0,0,4,0,0,0,0,2,0,5,0,33,0,3,8,6,0
3280,151,329,0,0,0,4,36,0,28,0,0,21,0,8,0,16,0,60,0,0,2,154,4,36,0,0,28,21,86,154
3281,151,1070,0,0,0,4,0,0,535,0,0,35,0,0,0,106,2,12,0,317,35,24,4,0,0,0,852,35,155,24
3282,151,81,0,0,0,0,0,0,3,0,1,0,3,0,0,11,41,22,0,0,0,0,0,0,1,0,3,3,74,0
3283,151,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,0,0,0,0,0,0,0,22,0
3284,151,115,0,0,0,2,0,0,0,6,0,1,0,0,0,15,60,1,0,0,0,30,2,0,6,0,0,1,76,30
3285,151,238,0,0,0,71,0,0,65,9,0,0,0,0,1,24,0,0,12,56,0,0,71,0,9,0,121,0,37,0
3286,151,245,0,0,0,0,0,0,6,0,0,52,0,4,1,24,0,0,12,134,12,0,0,0,0,0,140,52,53,0
3287,151,660,0,0,0,0,67,39,176,278,0,0,0,0,1,85,0,2,12,0,0,0,0,67,278,39,176,0,100,0
3288,151,1513,0,0,0,5,349,347,27,324,0,0,0,0,1,201,244,0,12,3,0,0,5,349,324,347,30,0,458,0
3289,151,819,0,0,0,23,16,0,1,569,0,0,70,14,1,109,2,2,12,0,0,0,23,16,569,0,1,70,140,0
3290,151,314,0,0,0,66,101,8,0,12,0,0,0,17,0,61,4,0,1,0,44,0,66,101,12,8,0,0,127,0
3291,151,397,0,0,0,0,107,173,0,42,0,0,0,22,0,29,4,0,0,20,0,0,0,107,42,173,20,0,55,0
3292,151,1094,0,0,0,0,0,484,3,491,0,0,3,2,0,70,4,28,0,0,9,0,0,0,491,484,3,3,113,0
3293,151,1873,6,0,0,22,2,77,27,152,28,45,24,64,410,209,4,30,0,497,15,261,22,2,180,77,524,69,738,261
3294,151,1281,0,0,0,6,0,0,455,0,0,13,0,8,1,100,85,10,0,233,8,362,6,0,0,0,688,13,212,362
3295,151,433,0,0,0,2,1,3,0,0,0,0,0,0,1,3,0,1,0,60,0,362,2,1,0,3,60,0,5,362
3296,151,11,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,1,3,7
3297,151,61,0,0,0,0,0,0,6,0,0,0,0,3,0,29,0,0,0,16,0,7,0,0,0,0,22,0,32,7
3298,151,222,0,0,0,0,0,0,80,1,0,0,0,3,0,31,0,0,0,77,23,7,0,0,1,0,157,0,57,7
3299,151,19,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,17,0,0,0,2,0,0,0,17,0
3300,151,926,0,0,0,0,0,10,277,0,2,0,15,3,0,108,0,2,0,460,49,0,0,0,2,10,737,15,162,0
3301,151,82,0,0,0,0,0,0,24,0,2,3,0,0,0,8,0,0,0,13,32,0,0,0,2,0,37,3,40,0
3302,151,754,0,0,0,30,0,0,196,0,2,39,9,16,0,126,61,64,0,122,89,0,30,0,2,0,318,48,356,0
3303,151,293,0,0,0,5,0,0,33,0,0,17,21,12,14,39,126,23,0,1,2,0,5,0,0,0,34,38,216,0
3304,151,38,0,0,0,0,0,0,0,0,0,16,0,1,0,4,0,0,0,0,17,0,0,0,0,0,0,16,22,0
3305,151,119,0,0,0,32,0,18,25,10,0,0,9,0,14,11,0,0,0,0,0,0,32,0,10,18,25,9,25,0
3306,151,436,0,0,0,5,0,16,40,6,2,25,33,15,3,50,14,93,1,86,41,6,5,0,8,16,126,58,217,6
3307,151,1029,0,0,0,2,0,8,13,0,0,14,0,0,0,72,102,181,53,81,0,503,2,0,0,8,94,14,408,503
3308,151,853,0,0,0,10,45,10,267,0,0,0,1,8,0,62,0,24,3,376,47,0,10,45,0,10,643,1,144,0
3309,151,956,0,0,0,66,19,8,0,16,0,0,22,4,0,64,0,2,25,11,17,702,66,19,16,8,11,22,112,702
3310,151,1739,0,0,0,5,777,0,488,242,0,17,2,7,7,193,0,0,1,0,0,0,5,777,242,0,488,19,208,0
3311,151,181,0,0,0,21,0,0,28,0,0,3,0,37,1,31,0,49,0,11,0,0,21,0,0,0,39,3,118,0
3312,151,112,0,0,0,17,0,0,0,0,0,1,0,1,0,3,0,0,0,61,29,0,17,0,0,0,61,1,33,0
3313,151,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3314,151,4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,0
3315,151,740,0,0,0,17,7,0,295,3,63,40,19,7,1,56,0,35,4,121,72,0,17,7,66,0,416,59,175,0
3316,151,2400,0,0,0,0,0,0,37,0,109,0,0,4,0,168,2040,0,0,29,13,0,0,0,109,0,66,0,2225,0
3317,151,33,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,23,0,0,3,0,0,0,0,0,0,3,30,0
3318,151,91,0,0,0,2,0,9,0,0,0,59,2,5,0,4,0,10,0,0,0,0,2,0,0,9,0,61,19,0
3319,151,60,0,0,6,0,0,0,19,0,0,7,0,0,0,4,0,0,0,24,0,0,0,0,6,0,43,7,4,0
3320,151,887,0,0,0,62,28,0,181,0,4,76,0,281,0,56,0,72,64,33,30,0,62,28,4,0,214,76,503,0
3321,151,155,0,0,0,23,0,0,12,0,0,6,3,66,0,11,0,0,0,20,14,0,23,0,0,0,32,9,91,0
3322,151,355,0,0,0,13,241,0,15,61,0,0,0,0,0,25,0,0,0,0,0,0,13,241,61,0,15,0,25,0
3323,151,610,0,0,0,0,0,531,19,0,0,0,0,0,0,47,0,0,0,13,0,0,0,0,0,531,32,0,47,0
3324,151,220,0,0,0,0,0,0,0,0,0,0,1,4,0,19,0,185,0,0,3,8,0,0,0,0,0,1,211,8
3325,151,99,0,0,0,0,0,15,5,0,13,16,3,0,0,9,0,13,0,11,14,0,0,0,13,15,16,19,36,0
3326,151,19,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,13,0,0,0,0,0,1,0,18,0
3327,151,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,0,0,0,0,0,0,2,13
3328,151,35,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,24,0,7,0,0,0,0,24,0,4,7
3329,151,4,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0
3330,151,93,0,0,0,0,0,0,37,0,0,0,0,0,41,3,0,0,0,12,0,0,0,0,0,0,49,0,44,0
3331,151,399,0,0,0,0,0,0,9,132,0,0,0,0,0,22,0,0,0,0,0,236,0,0,132,0,9,0,22,236
3332,151,122,0,0,0,0,0,0,1,0,0,19,0,0,0,9,0,23,0,50,3,17,0,0,0,0,51,19,35,17
3333,151,124,0,0,0,9,0,1,1,3,0,1,21,10,0,30,0,18,20,0,10,0,9,0,3,1,1,22,88,0
3334,151,70,0,0,0,0,0,0,6,0,0,0,3,2,0,7,0,22,0,11,19,0,0,0,0,0,17,3,50,0
3335,151,56,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,22,0,0,21,8,0,0,0,0,0,1,47,8
3336,151,212,0,0,0,0,0,0,13,0,0,4,6,53,0,16,0,30,0,60,0,30,0,0,0,0,73,10,99,30
3337,151,21,0,1,0,9,0,0,0,1,0,0,5,0,0,5,0,0,0,0,0,0,9,0,1,0,0,5,6,0
3338,151,120,0,0,0,79,23,2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,79,23,0,2,0,0,16,0
3339,151,174,0,0,0,0,0,0,46,3,0,34,0,0,0,19,1,17,0,40,14,0,0,0,3,0,86,34,51,0
3340,151,40,0,0,0,9,0,0,1,7,0,0,0,0,0,5,0,1,0,0,17,0,9,0,7,0,1,0,23,0
3341,151,18,0,0,0,0,0,0,6,3,0,0,0,0,0,2,0,4,0,0,3,0,0,0,3,0,6,0,9,0
3342,151,542,0,0,0,8,0,0,41,10,76,0,0,5,1,52,47,16,97,41,104,44,8,0,86,0,82,0,322,44
3343,151,259,1,2,0,0,0,0,12,16,0,0,0,98,0,27,0,60,0,43,0,0,0,0,16,0,55,0,188,0
3344,151,289,0,0,0,41,0,1,24,0,0,0,9,43,0,31,0,28,1,62,49,0,41,0,0,1,86,9,152,0
3345,151,352,0,0,0,0,0,48,0,7,104,1,0,116,0,58,0,6,1,11,0,0,0,0,111,48,11,1,181,0
3346,151,18,0,0,0,0,0,0,15,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,15,0,3,0
3347,151,1596,0,0,272,24,0,19,3,1,3,9,15,35,0,397,568,208,1,0,41,0,24,0,276,19,3,24,1250,0
3348,151,206,0,0,0,66,0,0,6,1,0,13,72,25,1,22,0,0,0,0,0,0,66,0,1,0,6,85,48,0
3349,151,143,0,0,137,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,140,0,0,0,3,0
3350,151,1534,0,0,137,1,0,0,490,0,0,26,13,29,1,206,0,0,0,622,9,0,1,0,137,0,1112,39,245,0
3351,151,1040,0,0,0,0,0,0,267,3,0,0,24,0,0,114,0,0,1,626,5,0,0,0,3,0,893,24,120,0
3352,151,759,0,0,0,9,0,15,228,0,0,37,27,24,10,86,0,10,1,307,5,0,9,0,0,15,535,64,136,0
3353,151,65,0,0,0,18,0,0,0,0,0,0,0,15,0,4,0,22,1,0,5,0,18,0,0,0,0,0,47,0
3354,151,567,0,0,137,4,0,0,0,0,0,0,0,0,1,54,371,0,0,0,0,0,4,0,137,0,0,0,426,0
3355,151,151,0,0,137,0,0,0,0,7,0,0,0,4,1,2,0,0,0,0,0,0,0,0,144,0,0,0,7,0
3356,151,34,0,0,0,23,0,1,0,0,0,5,0,2,0,3,0,0,0,0,0,0,23,0,0,1,0,5,5,0
3357,151,128,0,0,0,5,0,0,0,0,0,0,0,1,0,8,0,0,61,53,0,0,5,0,0,0,53,0,70,0
3358,151,8,0,0,0,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,1,0,0,1,0
3359,151,64,0,0,0,27,0,0,0,0,0,3,3,0,0,9,0,22,0,0,0,0,27,0,0,0,0,6,31,0
3360,151,69,3,0,0,13,4,0,1,0,0,3,0,0,0,11,0,34,0,0,0,0,13,4,0,0,1,3,48,0
3361,151,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
3362,151,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,8,0
3363,151,18,0,0,0,13,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,13,0,0,0,0,3,2,0
3364,151,52,0,0,0,9,0,0,6,0,0,3,0,17,0,9,2,0,0,0,6,0,9,0,0,0,6,3,34,0
3365,151,45,0,0,0,24,0,0,0,1,0,3,0,0,0,14,0,0,0,3,0,0,24,0,1,0,3,3,14,0
3366,151,137,0,0,0,12,4,2,1,0,0,3,0,8,0,16,0,5,0,0,0,86,12,4,0,2,1,3,29,86
3367,151,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,11,0
3368,151,274,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,248,0,0,0,0,0,0,248,0,26,0
3369,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3370,151,213,0,0,0,0,0,0,0,0,0,0,2,0,0,55,156,0,0,0,0,0,0,0,0,0,0,2,211,0
3371,151,21,0,0,0,0,0,11,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,11,0,0,4,0
3372,151,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
3373,151,929,0,0,0,0,0,0,156,0,0,47,0,0,0,198,373,75,0,77,3,0,0,0,0,0,233,47,649,0
3374,151,225,0,0,0,8,0,0,6,22,0,0,2,4,0,29,0,10,139,2,3,0,8,0,22,0,8,2,185,0
3375,151,17,0,0,0,0,0,1,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,1,0,0,16,0
3376,151,14,0,0,0,5,0,0,0,0,0,0,2,0,0,4,0,0,0,0,3,0,5,0,0,0,0,2,7,0
3377,151,18,0,0,0,6,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,6,0,1,0,0,0,11,0
3378,151,67,0,0,0,0,0,0,13,0,1,14,0,0,0,9,0,2,0,11,17,0,0,0,1,0,24,14,28,0
3379,151,1531,0,0,0,0,0,0,37,0,13,0,0,0,0,74,0,0,0,28,0,1379,0,0,13,0,65,0,74,1379
3380,151,580,0,0,0,0,445,0,0,0,0,9,3,0,0,35,0,55,0,16,17,0,0,445,0,0,16,12,107,0
3381,151,80,0,0,0,17,0,37,0,0,1,0,0,0,0,5,3,0,0,0,17,0,17,0,1,37,0,0,25,0
3382,151,128,0,0,0,10,0,1,0,45,1,0,0,40,0,14,0,0,0,0,17,0,10,0,46,1,0,0,71,0
3383,151,32,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,17,13,0,0,1,0,0,0,18,13
3384,151,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
3385,151,557,0,0,0,26,170,317,0,0,0,0,0,0,0,36,0,4,0,0,2,2,26,170,0,317,0,0,42,2
3386,151,306,0,0,0,31,0,10,67,72,0,0,5,0,0,14,91,0,0,11,3,2,31,0,72,10,78,5,108,2
3387,63,587,0,0,0,0,59,0,5,42,0,0,0,0,91,4,0,1,1,384,0,0,0,59,42,0,389,0,97,0
3388,63,47727,0,0,0,211,0,82,204,38556,11,234,1005,240,0,2857,0,1,1,3742,183,400,211,0,38567,82,3946,1239,3282,400
3389,63,1008,0,0,0,0,0,0,0,460,0,9,0,0,0,47,0,1,1,473,17,0,0,0,460,0,473,9,66,0
3390,63,670,0,0,0,50,0,49,0,10,0,0,0,0,188,36,0,1,1,301,7,27,50,0,10,49,301,0,233,27
3391,63,18,0,0,0,0,0,0,9,0,2,0,2,0,0,1,0,2,0,0,2,0,0,0,2,0,9,2,5,0
3392,63,1039,0,0,0,0,0,0,3,0,2,1,0,0,0,15,179,837,0,2,0,0,0,0,2,0,5,1,1031,0
3393,63,203,0,0,0,0,0,0,80,13,2,12,5,6,7,5,0,53,0,13,7,0,0,0,15,0,93,17,78,0
3394,63,1598,0,0,0,0,0,0,1,575,2,250,10,49,122,262,125,142,0,43,17,0,0,0,577,0,44,260,717,0
3395,63,1350,0,0,0,12,0,97,150,326,2,47,18,30,30,232,155,219,0,31,1,0,12,0,328,97,181,65,667,0
3396,63,361,0,0,0,2,19,43,10,158,0,0,0,0,0,76,0,0,0,31,0,22,2,19,158,43,41,0,76,22
3397,63,2455,0,0,0,287,324,313,18,885,0,51,43,55,0,277,0,0,1,1,117,83,287,324,885,313,19,94,450,83
3398,63,418,0,0,0,61,60,4,0,250,0,1,0,0,0,11,0,0,0,31,0,0,61,60,250,4,31,1,11,0
3399,63,161,0,32,0,0,16,0,73,0,0,12,0,0,0,5,0,16,1,0,6,0,0,16,0,0,73,12,60,0
3400,63,2456,0,23,0,120,60,246,70,1092,94,12,4,114,221,168,73,16,1,94,42,6,120,60,1186,246,164,16,658,6
3401,63,640,0,21,0,0,0,67,0,456,0,0,0,30,0,33,0,0,0,33,0,0,0,0,456,67,33,0,84,0
3402,63,38,0,0,0,0,12,0,19,0,0,3,0,0,0,2,0,0,0,2,0,0,0,12,0,0,21,3,2,0
3403,63,265,0,0,0,0,2,0,151,6,0,19,5,0,0,11,0,16,0,52,3,0,0,2,6,0,203,24,30,0
3404,63,157,0,0,0,8,0,0,19,0,0,0,0,0,0,11,119,0,0,0,0,0,8,0,0,0,19,0,130,0
3405,63,155,0,0,0,0,0,3,5,14,0,12,0,1,0,67,0,12,38,0,3,0,0,0,14,3,5,12,121,0
3406,63,124,0,0,0,0,0,0,0,0,2,0,3,39,0,3,0,2,0,0,39,36,0,0,2,0,0,3,83,36
3407,63,152,0,0,0,2,0,0,15,4,0,0,58,0,0,60,0,11,0,0,2,0,2,0,4,0,15,58,73,0
3408,63,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3409,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3410,63,106,0,0,0,0,0,0,5,1,0,0,0,0,0,4,96,0,0,0,0,0,0,0,1,0,5,0,100,0
3411,63,21,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,18,0,0,0,0,0,0,1,0,0,0,20,0
3412,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3413,63,18,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0,0,11,0,0,1,0,0,0,11,5,1,0
3414,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3415,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3416,63,219,0,0,0,0,0,0,0,30,0,6,14,4,0,11,136,17,0,1,0,0,0,0,30,0,1,20,168,0
3417,63,461,0,0,0,0,1,0,71,0,0,77,0,2,0,24,0,34,0,227,25,0,0,1,0,0,298,77,85,0
3418,63,551,0,0,0,0,7,0,58,0,0,0,1,6,0,24,0,22,0,190,3,240,0,7,0,0,248,1,55,240
3419,63,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3420,63,112,0,0,0,0,0,0,1,0,4,44,0,0,0,55,0,0,0,0,8,0,0,0,4,0,1,44,63,0
3421,63,452,0,0,0,0,0,2,351,1,2,17,0,3,0,8,0,0,0,62,6,0,0,0,3,2,413,17,17,0
3422,63,39,0,0,0,0,0,5,1,0,0,0,11,0,0,11,0,11,0,0,0,0,0,0,0,5,1,11,22,0
3423,63,13,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,4,0,0,5,0,0,0,3,0,0,0,10,0
3424,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3425,63,12,0,0,0,0,0,0,0,1,0,0,0,2,0,1,2,4,0,0,2,0,0,0,1,0,0,0,11,0
3426,63,536,0,0,0,1,0,0,0,0,0,13,40,34,0,80,86,71,9,60,12,130,1,0,0,0,60,53,292,130
3427,63,166,0,0,0,1,2,0,0,0,0,1,19,0,0,34,98,0,0,2,9,0,1,2,0,0,2,20,141,0
3428,63,140,0,0,0,1,0,24,1,0,0,0,13,2,0,66,25,2,0,0,6,0,1,0,0,24,1,13,101,0
3429,63,199,0,0,0,30,0,0,22,0,0,7,0,0,1,32,96,10,1,0,0,0,30,0,0,0,22,7,140,0
3430,63,674,0,0,0,0,1,0,176,51,0,0,44,4,1,103,0,10,1,239,44,0,0,1,51,0,415,44,163,0
3431,63,96,0,0,0,1,0,0,12,0,0,1,0,3,0,8,0,19,0,52,0,0,1,0,0,0,64,1,30,0
3432,63,7,0,0,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,0,0
3433,63,34,0,0,0,1,0,3,0,7,0,1,11,3,0,2,0,6,0,0,0,0,1,0,7,3,0,12,11,0
3434,63,80,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,61,0,0,13,0,1,0,0,0,0,1,78,0
3435,63,49,0,0,0,16,0,0,0,0,0,0,11,0,0,11,0,11,0,0,0,0,16,0,0,0,0,11,22,0
3436,63,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,0
3437,63,283,0,0,70,2,0,3,15,1,0,0,9,0,0,15,117,41,1,3,6,0,2,0,71,3,18,9,180,0
3438,63,129,0,0,3,4,0,0,12,0,50,0,22,0,0,9,0,28,0,0,1,0,4,0,53,0,12,22,38,0
3439,63,10,0,0,3,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,3,0,0,5,2,0
3440,63,31,0,0,3,0,11,0,0,0,0,0,4,3,0,2,0,5,0,0,3,0,0,11,3,0,0,4,13,0
3441,63,914,0,0,3,0,0,0,368,0,1,14,8,37,0,47,302,68,0,61,5,0,0,0,4,0,429,22,459,0
3442,63,959,0,0,3,0,0,0,675,0,0,0,32,6,55,85,0,29,0,65,9,0,0,0,3,0,740,32,184,0
3443,63,199,0,0,3,0,0,8,76,1,0,7,21,0,0,20,0,5,0,45,13,0,0,0,4,8,121,28,38,0
3444,63,34,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13,19,0,0,0,0,0,0,15,19
3445,63,479,0,0,0,0,0,0,0,0,0,0,0,0,0,26,215,219,0,0,0,19,0,0,0,0,0,0,460,19
3446,63,2605,0,0,0,0,0,314,141,0,16,49,10,60,0,98,103,918,0,874,3,19,0,0,16,314,1015,59,1182,19
3447,63,3524,0,0,0,21,2,32,207,6,0,4,10,0,0,206,41,2901,3,65,7,19,21,2,6,32,272,14,3158,19
3448,63,213,0,0,0,14,36,3,109,1,0,0,0,0,0,8,0,19,0,14,9,0,14,36,1,3,123,0,36,0
3449,63,599,0,0,0,0,0,0,65,0,49,14,0,1,180,61,107,46,0,73,3,0,0,0,49,0,138,14,398,0
3450,63,914,0,0,0,5,4,0,184,9,0,28,19,7,58,44,0,445,0,82,21,8,5,4,9,0,266,47,575,8
3451,63,37,0,0,0,0,0,0,33,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,34,1,2,0
3452,63,441,0,0,0,0,0,0,9,0,0,9,0,2,0,44,0,89,0,285,3,0,0,0,0,0,294,9,138,0
3453,63,89,0,0,0,12,0,0,0,0,0,13,0,0,0,7,0,0,0,57,0,0,12,0,0,0,57,13,7,0
3454,63,88,0,0,0,0,0,0,12,0,0,0,0,43,0,7,0,2,0,24,0,0,0,0,0,0,36,0,52,0
3455,63,17,0,0,0,0,0,4,6,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,10,0,3,0
3456,63,126,0,0,0,0,0,1,10,0,1,89,0,0,0,2,0,0,0,0,23,0,0,0,1,1,10,89,25,0
3457,63,3374,0,0,0,8,11,327,117,2377,103,5,7,25,0,264,0,129,1,0,0,0,8,11,2480,327,117,12,419,0
3458,63,1133,0,0,0,0,152,169,121,533,0,0,0,0,64,62,0,10,0,21,1,0,0,152,533,169,142,0,137,0
3459,63,857,0,0,0,0,117,111,1,505,6,7,3,16,0,48,0,0,0,43,0,0,0,117,511,111,44,10,64,0
3460,63,1344,0,0,0,54,50,83,12,830,0,0,20,0,0,90,203,0,0,0,0,2,54,50,830,83,12,20,293,2
3461,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3462,63,50,0,0,0,0,0,26,6,0,0,0,0,4,0,4,0,4,0,0,6,0,0,0,0,26,6,0,18,0
3463,63,104,0,0,0,0,0,31,19,1,6,0,9,16,0,5,0,0,0,9,8,0,0,0,7,31,28,9,29,0
3464,63,638,0,0,0,245,0,15,45,0,0,39,3,7,0,37,0,183,0,43,21,0,245,0,0,15,88,42,248,0
3465,63,541,0,0,0,0,398,0,5,0,0,0,0,16,0,58,0,28,0,23,13,0,0,398,0,0,28,0,115,0
3466,63,4514,0,0,846,10,922,1835,172,143,0,1,0,6,0,213,0,0,0,45,84,237,10,922,989,1835,217,1,303,237
3467,63,2573,0,0,0,32,0,110,0,289,0,353,0,3,1,232,0,0,0,0,10,1543,32,0,289,110,0,353,246,1543
3468,63,2870,0,0,0,109,7,70,10,2535,0,0,0,0,0,100,0,0,0,0,39,0,109,7,2535,70,10,0,139,0
3469,63,309,0,0,0,4,27,31,6,220,0,3,0,0,0,11,0,0,0,1,6,0,4,27,220,31,7,3,17,0
3470,63,327,0,0,0,0,0,7,5,282,0,0,0,0,8,11,0,0,0,0,14,0,0,0,282,7,5,0,33,0
